time,Alt,Mach,Weight_On_Nose_Wheels,Aircraft_state,heat_load
1961.0,10000.0,1.2,0,4,4000
1962.0,10000.0,1.2,0,4,4000
1963.0,10000.0,1.2,0,4,4000
1964.0,10000.0,1.2,0,4,4000
1965.0,10000.0,1.2,0,4,4000
1966.0,10000.0,1.2,0,4,4000
1967.0,10000.0,1.2,0,4,4000
1968.0,10000.0,1.2,0,4,4000
1969.0,10000.0,1.2,0,4,4000
1970.0,10000.0,1.2,0,4,4000
1971.0,10000.0,1.2,0,4,4000
1972.0,10000.0,1.2,0,4,4000
1973.0,10000.0,1.2,0,4,4000
1974.0,10000.0,1.2,0,4,4000
1975.0,10000.0,1.2,0,4,4000
1976.0,10000.0,1.2,0,4,4000
1977.0,10000.0,1.2,0,4,4000
1978.0,10000.0,1.2,0,4,4000
1979.0,10000.0,1.2,0,4,4000
1980.0,10000.0,1.2,0,4,4000
1981.0,10000.0,1.2,0,4,4000
1982.0,10000.0,1.2,0,4,4000
1983.0,10000.0,1.2,0,4,4000
1984.0,10000.0,1.2,0,4,4000
1985.0,10000.0,1.2,0,4,4000
1986.0,10000.0,1.2,0,4,4000
1987.0,10000.0,1.2,0,4,4000
1988.0,10000.0,1.2,0,4,4000
1989.0,10000.0,1.2,0,4,4000
1990.0,10000.0,1.2,0,4,4000
1991.0,10000.0,1.2,0,4,4000
1992.0,10000.0,1.2,0,4,4000
1993.0,10000.0,1.2,0,4,4000
1994.0,10000.0,1.2,0,4,4000
1995.0,10000.0,1.2,0,4,4000
1996.0,10000.0,1.2,0,4,4000
1997.0,10000.0,1.2,0,4,4000
1998.0,10000.0,1.2,0,4,4000
1999.0,10000.0,1.2,0,4,4000
2000.0,10000.0,1.2,0,4,4000
2001.0,10000.0,1.2,0,4,4000
2002.0,10000.0,1.2,0,4,4000
2003.0,10000.0,1.2,0,4,4000
2004.0,10000.0,1.2,0,4,4000
2005.0,10000.0,1.2,0,4,4000
2006.0,10000.0,1.2,0,4,4000
2007.0,10000.0,1.2,0,4,4000
2008.0,10000.0,1.2,0,4,4000
2009.0,10000.0,1.2,0,4,4000
2010.0,10000.0,1.2,0,4,4000
2011.0,10000.0,1.2,0,4,4000
2012.0,10000.0,1.2,0,4,4000
2013.0,10000.0,1.2,0,4,4000
2014.0,10000.0,1.2,0,4,4000
2015.0,10000.0,1.2,0,4,4000
2016.0,10000.0,1.2,0,4,4000
2017.0,10000.0,1.2,0,4,4000
2018.0,10000.0,1.2,0,4,4000
2019.0,10000.0,1.2,0,4,4000
2020.0,10000.0,1.2,0,4,4000
2021.0,10000.0,1.2,0,4,4000
2022.0,10000.0,1.2,0,4,4000
2023.0,10000.0,1.2,0,4,4000
2024.0,10000.0,1.2,0,4,4000
2025.0,10000.0,1.2,0,4,4000
2026.0,10000.0,1.2,0,4,4000
2027.0,10000.0,1.2,0,4,4000
2028.0,10000.0,1.2,0,4,4000
2029.0,10000.0,1.2,0,4,4000
2030.0,10000.0,1.2,0,4,4000
2031.0,10000.0,1.2,0,4,4000
2032.0,10000.0,1.2,0,4,4000
2033.0,10000.0,1.2,0,4,4000
2034.0,10000.0,1.2,0,4,4000
2035.0,10000.0,1.2,0,4,4000
2036.0,10000.0,1.2,0,4,4000
2037.0,10000.0,1.2,0,4,4000
2038.0,10000.0,1.2,0,4,4000
2039.0,10000.0,1.2,0,4,4000
2040.0,10000.0,1.2,0,4,4000
2041.0,10000.0,1.2,0,4,4000
2042.0,10000.0,1.2,0,4,4000
2043.0,10000.0,1.2,0,4,4000
2044.0,10000.0,1.2,0,4,4000
2045.0,10000.0,1.2,0,4,4000
2046.0,10000.0,1.2,0,4,4000
2047.0,10000.0,1.2,0,4,4000
2048.0,10000.0,1.2,0,4,4000
2049.0,10000.0,1.2,0,4,4000
2050.0,10000.0,1.2,0,4,4000
2051.0,10000.0,1.2,0,4,4000
2052.0,10000.0,1.2,0,4,4000
2053.0,10000.0,1.2,0,4,4000
2054.0,10000.0,1.2,0,4,4000
2055.0,10000.0,1.2,0,4,4000
2056.0,10000.0,1.2,0,4,4000
2057.0,10000.0,1.2,0,4,4000
2058.0,10000.0,1.2,0,4,4000
2059.0,10000.0,1.2,0,4,4000
2060.0,10000.0,1.2,0,4,4000
2061.0,10000.0,1.2,0,4,4000
2062.0,10000.0,1.2,0,4,4000
2063.0,10000.0,1.2,0,4,4000
2064.0,10000.0,1.2,0,4,4000
2065.0,10000.0,1.2,0,4,4000
2066.0,10000.0,1.2,0,4,4000
2067.0,10000.0,1.2,0,4,4000
2068.0,10000.0,1.2,0,4,4000
2069.0,10000.0,1.2,0,4,4000
2070.0,10000.0,1.2,0,4,4000
2071.0,10000.0,1.2,0,4,4000
2072.0,10000.0,1.2,0,4,4000
2073.0,10000.0,1.2,0,4,4000
2074.0,10000.0,1.2,0,4,4000
2075.0,10000.0,1.2,0,4,4000
2076.0,10000.0,1.2,0,4,4000
2077.0,10000.0,1.2,0,4,4000
2078.0,10000.0,1.2,0,4,4000
2079.0,10000.0,1.2,0,4,4000
2080.0,10000.0,1.2,0,4,4000
2081.0,10000.0,1.2,0,4,4000
2082.0,10000.0,1.2,0,4,4000
2083.0,10000.0,1.2,0,4,4000
2084.0,10000.0,1.2,0,4,4000
2085.0,10000.0,1.2,0,4,4000
2086.0,10000.0,1.2,0,4,4000
2087.0,10000.0,1.2,0,4,4000
2088.0,10000.0,1.2,0,4,4000
2089.0,10000.0,1.2,0,4,4000
2090.0,10000.0,1.2,0,4,4000
2091.0,10000.0,1.2,0,4,4000
2092.0,10000.0,1.2,0,4,4000
2093.0,10000.0,1.2,0,4,4000
2094.0,10000.0,1.2,0,4,4000
2095.0,10000.0,1.2,0,4,4000
2096.0,10000.0,1.2,0,4,4000
2097.0,10000.0,1.2,0,4,4000
2098.0,10000.0,1.2,0,4,4000
2099.0,10000.0,1.2,0,4,4000
2100.0,10000.0,1.2,0,4,4000
2101.0,10000.0,1.2,0,4,4000
2102.0,10000.0,1.2,0,4,4000
2103.0,10000.0,1.2,0,4,4000
2104.0,10000.0,1.2,0,4,4000
2105.0,10000.0,1.2,0,4,4000
2106.0,10000.0,1.2,0,4,4000
2107.0,10000.0,1.2,0,4,4000
2108.0,10000.0,1.2,0,4,4000
2109.0,10000.0,1.2,0,4,4000
2110.0,10000.0,1.2,0,4,4000
2111.0,10000.0,1.2,0,4,4000
2112.0,10000.0,1.2,0,4,4000
2113.0,10000.0,1.2,0,4,4000
2114.0,10000.0,1.2,0,4,4000
2115.0,10000.0,1.2,0,4,4000
2116.0,10000.0,1.2,0,4,4000
2117.0,10000.0,1.2,0,4,4000
2118.0,10000.0,1.2,0,4,4000
2119.0,10000.0,1.2,0,4,4000
2120.0,10000.0,1.2,0,4,4000
2121.0,10000.0,1.2,0,4,4000
2122.0,10000.0,1.2,0,4,4000
2123.0,10000.0,1.2,0,4,4000
2124.0,10000.0,1.2,0,4,4000
2125.0,10000.0,1.2,0,4,4000
2126.0,10000.0,1.2,0,4,4000
2127.0,10000.0,1.2,0,4,4000
2128.0,10000.0,1.2,0,4,4000
2129.0,10000.0,1.2,0,4,4000
2130.0,10000.0,1.2,0,4,4000
2131.0,10000.0,1.2,0,4,4000
2132.0,10000.0,1.2,0,4,4000
2133.0,10000.0,1.2,0,4,4000
2134.0,10000.0,1.2,0,4,4000
2135.0,10000.0,1.2,0,4,4000
2136.0,10000.0,1.2,0,4,4000
2137.0,10000.0,1.2,0,4,4000
2138.0,10000.0,1.2,0,4,4000
2139.0,10000.0,1.2,0,4,4000
2140.0,10000.0,1.2,0,4,4000
2141.0,10000.0,1.2,0,4,4000
2142.0,10000.0,1.2,0,4,4000
2143.0,10000.0,1.2,0,4,4000
2144.0,10000.0,1.2,0,4,4000
2145.0,10000.0,1.2,0,4,4000
2146.0,10000.0,1.2,0,4,4000
2147.0,10000.0,1.2,0,4,4000
2148.0,10000.0,1.2,0,4,4000
2149.0,10000.0,1.2,0,4,4000
2150.0,10000.0,1.2,0,4,4000
2151.0,10000.0,1.2,0,4,4000
2152.0,10000.0,1.2,0,4,4000
2153.0,10000.0,1.2,0,4,4000
2154.0,10000.0,1.2,0,4,4000
2155.0,10000.0,1.2,0,4,4000
2156.0,10000.0,1.2,0,4,4000
2157.0,10000.0,1.2,0,4,4000
2158.0,10000.0,1.2,0,4,4000
2159.0,10000.0,1.2,0,4,4000
2160.0,10000.0,1.2,0,4,4000
2161.0,10000.0,1.2,0,4,4000
2162.0,10000.0,1.2,0,4,4000
2163.0,10000.0,1.2,0,4,4000
2164.0,10000.0,1.2,0,4,4000
2165.0,10000.0,1.2,0,4,4000
2166.0,10000.0,1.2,0,4,4000
2167.0,10000.0,1.2,0,4,4000
2168.0,10000.0,1.2,0,4,4000
2169.0,10000.0,1.2,0,4,4000
2170.0,10000.0,1.2,0,4,4000
2171.0,10000.0,1.2,0,4,4000
2172.0,10000.0,1.2,0,4,4000
2173.0,10000.0,1.2,0,4,4000
2174.0,10000.0,1.2,0,4,4000
2175.0,10000.0,1.2,0,4,4000
2176.0,10000.0,1.2,0,4,4000
2177.0,10000.0,1.2,0,4,4000
2178.0,10000.0,1.2,0,4,4000
2179.0,10000.0,1.2,0,4,4000
2180.0,10000.0,1.2,0,4,4000
2181.0,10000.0,1.2,0,4,4000
2182.0,10000.0,1.2,0,4,4000
2183.0,10000.0,1.2,0,4,4000
2184.0,10000.0,1.2,0,4,4000
2185.0,10000.0,1.2,0,4,4000
2186.0,10000.0,1.2,0,4,4000
2187.0,10000.0,1.2,0,4,4000
2188.0,10000.0,1.2,0,4,4000
2189.0,10000.0,1.2,0,4,4000
2190.0,10000.0,1.2,0,4,4000
2191.0,10000.0,1.2,0,4,4000
2192.0,10000.0,1.2,0,4,4000
2193.0,10000.0,1.2,0,4,4000
2194.0,10000.0,1.2,0,4,4000
2195.0,10000.0,1.2,0,4,4000
2196.0,10000.0,1.2,0,4,4000
2197.0,10000.0,1.2,0,4,4000
2198.0,10000.0,1.2,0,4,4000
2199.0,10000.0,1.2,0,4,4000
2200.0,10000.0,1.2,0,4,4000
2201.0,10000.0,1.2,0,4,4000
2202.0,10000.0,1.2,0,4,4000
2203.0,10000.0,1.2,0,4,4000
2204.0,10000.0,1.2,0,4,4000
2205.0,10000.0,1.2,0,4,4000
2206.0,10000.0,1.2,0,4,4000
2207.0,10000.0,1.2,0,4,4000
2208.0,10000.0,1.2,0,4,4000
2209.0,10000.0,1.2,0,4,4000
2210.0,10000.0,1.2,0,4,4000
2211.0,10000.0,1.2,0,4,4000
2212.0,10000.0,1.2,0,4,4000
2213.0,10000.0,1.2,0,4,4000
2214.0,10000.0,1.2,0,4,4000
2215.0,10000.0,1.2,0,4,4000
2216.0,10000.0,1.2,0,4,4000
2217.0,10000.0,1.2,0,4,4000
2218.0,10000.0,1.2,0,4,4000
2219.0,10000.0,1.2,0,4,4000
2220.0,10000.0,1.2,0,4,4000
2221.0,10000.0,1.2,0,4,4000
2222.0,10000.0,1.2,0,4,4000
2223.0,10000.0,1.2,0,4,4000
2224.0,10000.0,1.2,0,4,4000
2225.0,10000.0,1.2,0,4,4000
2226.0,10000.0,1.2,0,4,4000
2227.0,10000.0,1.2,0,4,4000
2228.0,10000.0,1.2,0,4,4000
2229.0,10000.0,1.2,0,4,4000
2230.0,10000.0,1.2,0,4,4000
2231.0,10000.0,1.2,0,4,4000
2232.0,10000.0,1.2,0,4,4000
2233.0,10000.0,1.2,0,4,4000
2234.0,10000.0,1.2,0,4,4000
2235.0,10000.0,1.2,0,4,4000
2236.0,10000.0,1.2,0,4,4000
2237.0,10000.0,1.2,0,4,4000
2238.0,10000.0,1.2,0,4,4000
2239.0,10000.0,1.2,0,4,4000
2240.0,10000.0,1.2,0,4,4000
2241.0,10000.0,1.2,0,4,4000
2242.0,10000.0,1.2,0,4,4000
2243.0,10000.0,1.2,0,4,4000
2244.0,10000.0,1.2,0,4,4000
2245.0,10000.0,1.2,0,4,4000
2246.0,10000.0,1.2,0,4,4000
2247.0,10000.0,1.2,0,4,4000
2248.0,10000.0,1.2,0,4,4000
2249.0,10000.0,1.2,0,4,4000
2250.0,10000.0,1.2,0,4,4000
2251.0,10000.0,1.2,0,4,4000
2252.0,10000.0,1.2,0,4,4000
2253.0,10000.0,1.2,0,4,4000
2254.0,10000.0,1.2,0,4,4000
2255.0,10000.0,1.2,0,4,4000
2256.0,10000.0,1.2,0,4,4000
2257.0,10000.0,1.2,0,4,4000
2258.0,10000.0,1.2,0,4,4000
2259.0,10000.0,1.2,0,4,4000
2260.0,10000.0,1.2,0,4,4000
2261.0,10000.0,1.2,0,4,4000
2262.0,10000.0,1.2,0,4,4000
2263.0,10000.0,1.2,0,4,4000
2264.0,10000.0,1.2,0,4,4000
2265.0,10000.0,1.2,0,4,4000
2266.0,10000.0,1.2,0,4,4000
2267.0,10000.0,1.2,0,4,4000
2268.0,10000.0,1.2,0,4,4000
2269.0,10000.0,1.2,0,4,4000
2270.0,10000.0,1.2,0,4,4000
2271.0,10000.0,1.2,0,4,4000
2272.0,10000.0,1.2,0,4,4000
2273.0,10000.0,1.2,0,4,4000
2274.0,10000.0,1.2,0,4,4000
2275.0,10000.0,1.2,0,4,4000
2276.0,10000.0,1.2,0,4,4000
2277.0,10000.0,1.2,0,4,4000
2278.0,10000.0,1.2,0,4,4000
2279.0,10000.0,1.2,0,4,4000
2280.0,10000.0,1.2,0,4,4000
2281.0,10000.0,1.2,0,4,4000
2282.0,10000.0,1.2,0,4,4000
2283.0,10000.0,1.2,0,4,4000
2284.0,10000.0,1.2,0,4,4000
2285.0,10000.0,1.2,0,4,4000
2286.0,10000.0,1.2,0,4,4000
2287.0,10000.0,1.2,0,4,4000
2288.0,10000.0,1.2,0,4,4000
2289.0,10000.0,1.2,0,4,4000
2290.0,10000.0,1.2,0,4,4000
2291.0,10000.0,1.2,0,4,4000
2292.0,10000.0,1.2,0,4,4000
2293.0,10000.0,1.2,0,4,4000
2294.0,10000.0,1.2,0,4,4000
2295.0,10000.0,1.2,0,4,4000
2296.0,10000.0,1.2,0,4,4000
2297.0,10000.0,1.2,0,4,4000
2298.0,10000.0,1.2,0,4,4000
2299.0,10000.0,1.2,0,4,4000
2300.0,10000.0,1.2,0,4,4000
2301.0,10000.0,1.2,0,4,4000
2302.0,10000.0,1.2,0,4,4000
2303.0,10000.0,1.2,0,4,4000
2304.0,10000.0,1.2,0,4,4000
2305.0,10000.0,1.2,0,4,4000
2306.0,10000.0,1.2,0,4,4000
2307.0,10000.0,1.2,0,4,4000
2308.0,10000.0,1.2,0,4,4000
2309.0,10000.0,1.2,0,4,4000
2310.0,10000.0,1.2,0,4,4000
2311.0,10000.0,1.2,0,4,4000
2312.0,10000.0,1.2,0,4,4000
2313.0,10000.0,1.2,0,4,4000
2314.0,10000.0,1.2,0,4,4000
2315.0,10000.0,1.2,0,4,4000
2316.0,10000.0,1.2,0,4,4000
2317.0,10000.0,1.2,0,4,4000
2318.0,10000.0,1.2,0,4,4000
2319.0,10000.0,1.2,0,4,4000
2320.0,10000.0,1.2,0,4,4000
2321.0,10000.0,1.2,0,4,4000
2322.0,10000.0,1.2,0,4,4000
2323.0,10000.0,1.2,0,4,4000
2324.0,10000.0,1.2,0,4,4000
2325.0,10000.0,1.2,0,4,4000
2326.0,10000.0,1.2,0,4,4000
2327.0,10000.0,1.2,0,4,4000
2328.0,10000.0,1.2,0,4,4000
2329.0,10000.0,1.2,0,4,4000
2330.0,10000.0,1.2,0,4,4000
2331.0,10000.0,1.2,0,4,4000
2332.0,10000.0,1.2,0,4,4000
2333.0,10000.0,1.2,0,4,4000
2334.0,10000.0,1.2,0,4,4000
2335.0,10000.0,1.2,0,4,4000
2336.0,10000.0,1.2,0,4,4000
2337.0,10000.0,1.2,0,4,4000
2338.0,10000.0,1.2,0,4,4000
2339.0,10000.0,1.2,0,4,4000
2340.0,10000.0,1.2,0,4,4000
2341.0,10000.0,1.2,0,4,4000
2342.0,10000.0,1.2,0,4,4000
2343.0,10000.0,1.2,0,4,4000
2344.0,10000.0,1.2,0,4,4000
2345.0,10000.0,1.2,0,4,4000
2346.0,10000.0,1.2,0,4,4000
2347.0,10000.0,1.2,0,4,4000
2348.0,10000.0,1.2,0,4,4000
2349.0,10000.0,1.2,0,4,4000
2350.0,10000.0,1.2,0,4,4000
2351.0,10000.0,1.2,0,4,4000
2352.0,10000.0,1.2,0,4,4000
2353.0,10000.0,1.2,0,4,4000
2354.0,10000.0,1.2,0,4,4000
2355.0,10000.0,1.2,0,4,4000
2356.0,10000.0,1.2,0,4,4000
2357.0,10000.0,1.2,0,4,4000
2358.0,10000.0,1.2,0,4,4000
2359.0,10000.0,1.2,0,4,4000
2360.0,10000.0,1.2,0,4,4000
2361.0,10000.0,1.2,0,4,4000
2362.0,10000.0,1.2,0,4,4000
2363.0,10000.0,1.2,0,4,4000
2364.0,10000.0,1.2,0,4,4000
2365.0,10000.0,1.2,0,4,4000
2366.0,10000.0,1.2,0,4,4000
2367.0,10000.0,1.2,0,4,4000
2368.0,10000.0,1.2,0,4,4000
2369.0,10000.0,1.2,0,4,4000
2370.0,10000.0,1.2,0,4,4000
2371.0,10000.0,1.2,0,4,4000
2372.0,10000.0,1.2,0,4,4000
2373.0,10000.0,1.2,0,4,4000
2374.0,10000.0,1.2,0,4,4000
2375.0,10000.0,1.2,0,4,4000
2376.0,10000.0,1.2,0,4,4000
2377.0,10000.0,1.2,0,4,4000
2378.0,10000.0,1.2,0,4,4000
2379.0,10000.0,1.2,0,4,4000
2380.0,10000.0,1.2,0,4,4000
2381.0,10000.0,1.2,0,4,4000
2382.0,10000.0,1.2,0,4,4000
2383.0,10000.0,1.2,0,4,4000
2384.0,10000.0,1.2,0,4,4000
2385.0,10000.0,1.2,0,4,4000
2386.0,10000.0,1.2,0,4,4000
2387.0,10000.0,1.2,0,4,4000
2388.0,10000.0,1.2,0,4,4000
2389.0,10000.0,1.2,0,4,4000
2390.0,10000.0,1.2,0,4,4000
2391.0,10000.0,1.2,0,4,4000
2392.0,10000.0,1.2,0,4,4000
2393.0,10000.0,1.2,0,4,4000
2394.0,10000.0,1.2,0,4,4000
2395.0,10000.0,1.2,0,4,4000
2396.0,10000.0,1.2,0,4,4000
2397.0,10000.0,1.2,0,4,4000
2398.0,10000.0,1.2,0,4,4000
2399.0,10000.0,1.2,0,4,4000
2400.0,10000.0,1.2,0,4,4000
2401.0,10000.0,1.2,0,4,4000
2402.0,10000.0,1.2,0,4,4000
2403.0,10000.0,1.2,0,4,4000
2404.0,10000.0,1.2,0,4,4000
2405.0,10000.0,1.2,0,4,4000
2406.0,10000.0,1.2,0,4,4000
2407.0,10000.0,1.2,0,4,4000
2408.0,10000.0,1.2,0,4,4000
2409.0,10000.0,1.2,0,4,4000
2410.0,10000.0,1.2,0,4,4000
2411.0,10000.0,1.2,0,4,4000
2412.0,10000.0,1.2,0,4,4000
2413.0,10000.0,1.2,0,4,4000
2414.0,10000.0,1.2,0,4,4000
2415.0,10000.0,1.2,0,4,4000
2416.0,10000.0,1.2,0,4,4000
2417.0,10000.0,1.2,0,4,4000
2418.0,10000.0,1.2,0,4,4000
2419.0,10000.0,1.2,0,4,4000
2420.0,10000.0,1.2,0,4,4000
2421.0,10000.0,1.2,0,4,4000
2422.0,10000.0,1.2,0,4,4000
2423.0,10000.0,1.2,0,4,4000
2424.0,10000.0,1.2,0,4,4000
2425.0,10000.0,1.2,0,4,4000
2426.0,10000.0,1.2,0,4,4000
2427.0,10000.0,1.2,0,4,4000
2428.0,10000.0,1.2,0,4,4000
2429.0,10000.0,1.2,0,4,4000
2430.0,10000.0,1.2,0,4,4000
2431.0,10000.0,1.2,0,4,4000
2432.0,10000.0,1.2,0,4,4000
2433.0,10000.0,1.2,0,4,4000
2434.0,10000.0,1.2,0,4,4000
2435.0,10000.0,1.2,0,4,4000
2436.0,10000.0,1.2,0,4,4000
2437.0,10000.0,1.2,0,4,4000
2438.0,10000.0,1.2,0,4,4000
2439.0,10000.0,1.2,0,4,4000
2440.0,10000.0,1.2,0,4,4000
2441.0,10000.0,1.2,0,4,4000
2442.0,10000.0,1.2,0,4,4000
2443.0,10000.0,1.2,0,4,4000
2444.0,10000.0,1.2,0,4,4000
2445.0,10000.0,1.2,0,4,4000
2446.0,10000.0,1.2,0,4,4000
2447.0,10000.0,1.2,0,4,4000
2448.0,10000.0,1.2,0,4,4000
2449.0,10000.0,1.2,0,4,4000
2450.0,10000.0,1.2,0,4,4000
2451.0,10000.0,1.2,0,4,4000
2452.0,10000.0,1.2,0,4,4000
2453.0,10000.0,1.2,0,4,4000
2454.0,10000.0,1.2,0,4,4000
2455.0,10000.0,1.2,0,4,4000
2456.0,10000.0,1.2,0,4,4000
2457.0,10000.0,1.2,0,4,4000
2458.0,10000.0,1.2,0,4,4000
2459.0,10000.0,1.2,0,4,4000
2460.0,10000.0,1.2,0,4,4000
2461.0,10000.0,1.2,0,4,4000
2462.0,10000.0,1.2,0,4,4000
2463.0,10000.0,1.2,0,4,4000
2464.0,10000.0,1.2,0,4,4000
2465.0,10000.0,1.2,0,4,4000
2466.0,10000.0,1.2,0,4,4000
2467.0,10000.0,1.2,0,4,4000
2468.0,10000.0,1.2,0,4,4000
2469.0,10000.0,1.2,0,4,4000
2470.0,10000.0,1.2,0,4,4000
2471.0,10000.0,1.2,0,4,4000
2472.0,10000.0,1.2,0,4,4000
2473.0,10000.0,1.2,0,4,4000
2474.0,10000.0,1.2,0,4,4000
2475.0,10000.0,1.2,0,4,4000
2476.0,10000.0,1.2,0,4,4000
2477.0,10000.0,1.2,0,4,4000
2478.0,10000.0,1.2,0,4,4000
2479.0,10000.0,1.2,0,4,4000
2480.0,10000.0,1.2,0,4,4000
2481.0,10000.0,1.2,0,4,4000
2482.0,10000.0,1.2,0,4,4000
2483.0,10000.0,1.2,0,4,4000
2484.0,10000.0,1.2,0,4,4000
2485.0,10000.0,1.2,0,4,4000
2486.0,10000.0,1.2,0,4,4000
2487.0,10000.0,1.2,0,4,4000
2488.0,10000.0,1.2,0,4,4000
2489.0,10000.0,1.2,0,4,4000
2490.0,10000.0,1.2,0,4,4000
2491.0,10000.0,1.2,0,4,4000
2492.0,10000.0,1.2,0,4,4000
2493.0,10000.0,1.2,0,4,4000
2494.0,10000.0,1.2,0,4,4000
2495.0,10000.0,1.2,0,4,4000
2496.0,10000.0,1.2,0,4,4000
2497.0,10000.0,1.2,0,4,4000
2498.0,10000.0,1.2,0,4,4000
2499.0,10000.0,1.2,0,4,4000
2500.0,10000.0,1.2,0,4,4000
