Time,sources.ramp.height,sources.ramp.duration,sources.ramp.y,sources.ramp.offset,sources.ramp.startTime,sources.sine.amplitude,sources.sine.f,sources.sine.phase,sources.sine.y,sources.sine.offset,sources.sine.startTime,sources.freq_output,sources.ramp_output,sources.sine1.amplitude,sources.sine1.f,sources.sine1.phase,sources.sine1.y,sources.sine1.offset,sources.sine1.startTime,sources.ramp1.height,sources.ramp1.duration,sources.ramp1.y,sources.ramp1.offset,sources.ramp1.startTime,sources.multiSum.significantDigits,sources.multiSum.u[1],sources.multiSum.u[2],sources.multiSum.y,sources.multiSum.k[1],sources.multiSum.k[2],sources.ramp_freq_output,sources.f,LET1.output_1,LET1.input_1,LET1.fixedDelay.u,LET1.fixedDelay.y,LET1.fixedDelay.delayTime,LET1.delayTime,C1.output_1,C1.input_1,C1.fixedDelay.u,C1.fixedDelay.y,C1.fixedDelay.delayTime,C1.delayTime,LET2.output_1,LET2.input_1,LET2.fixedDelay.u,LET2.fixedDelay.y,LET2.fixedDelay.delayTime,LET2.delayTime,C2.output_1,C2.input_1,C2.fixedDelay.u,C2.fixedDelay.y,C2.fixedDelay.delayTime,C2.delayTime,LET3.output_1,LET3.input_1,LET3.fixedDelay.u,LET3.fixedDelay.y,LET3.fixedDelay.delayTime,LET3.delayTime,C3.output_1,C3.input_1,C3.fixedDelay.u,C3.fixedDelay.y,C3.fixedDelay.delayTime,C3.delayTime,LET4.output_1,LET4.input_1,LET4.fixedDelay.u,LET4.fixedDelay.y,LET4.fixedDelay.delayTime,LET4.delayTime,C4.output_1,C4.input_1,C4.fixedDelay.u,C4.fixedDelay.y,C4.fixedDelay.delayTime,C4.delayTime,LET5.output_1,LET5.input_1,LET5.fixedDelay.u,LET5.fixedDelay.y,LET5.fixedDelay.delayTime,LET5.delayTime
0.154,5,5,1,1,1,1,10,0,-0.24868989,0,0,-0.24868989,1,1,1,0,0.8235326,0,0,5,5,1,1,1,3,0.8235326,1,1.8235326,1,1,1.8235326,10,-0.06279052,-0.24868989,-0.24868989,-0.06279052,0.003,0.003,3.6082248e-16,-0.06279052,-0.06279052,3.6082248e-16,0.001,0.001,0.12533323,3.6082248e-16,3.6082248e-16,0.12533323,0.002,0.002,0.18738131,0.12533323,0.12533323,0.18738131,0.001,0.001,0.48175368,0.18738131,0.18738131,0.48175368,0.005,0.005,0.58778524,0.48175368,0.48175368,0.58778524,0.002,0.002,0.809017,0.58778524,0.58778524,0.809017,0.005,0.005,0.87630665,0.809017,0.809017,0.87630665,0.002,0.002,0.9980267,0.87630665,0.87630665,0.9980267,0.007,0.007
0.155,5,5,1,1,1,1,10,0,-0.309017,0,0,-0.309017,1,1,1,0,0.82708055,0,0,5,5,1,1,1,3,0.82708055,1,1.8270806,1,1,1.8270806,10,-0.12533323,-0.309017,-0.309017,-0.12533323,0.003,0.003,-0.06279052,-0.12533323,-0.12533323,-0.06279052,0.001,0.001,0.06279052,-0.06279052,-0.06279052,0.06279052,0.002,0.002,0.12533323,0.06279052,0.06279052,0.12533323,0.001,0.001,0.42577928,0.12533323,0.12533323,0.42577928,0.005,0.005,0.5358268,0.42577928,0.42577928,0.5358268,0.002,0.002,0.77051324,0.5358268,0.5358268,0.77051324,0.005,0.005,0.8443279,0.77051324,0.77051324,0.8443279,0.002,0.002,0.9921147,0.8443279,0.8443279,0.9921147,0.007,0.007
0.156,5,5,1,1,1,1,10,0,-0.36812454,0,0,-0.36812454,1,1,1,0,0.8305959,0,0,5,5,1,1,1,3,0.8305959,1,1.8305959,1,1,1.8305959,10,-0.18738131,-0.36812454,-0.36812454,-0.18738131,0.003,0.003,-0.12533323,-0.18738131,-0.18738131,-0.12533323,0.001,0.001,3.6082248e-16,-0.12533323,-0.12533323,3.6082248e-16,0.002,0.002,0.06279052,3.6082248e-16,3.6082248e-16,0.06279052,0.001,0.001,0.36812454,0.06279052,0.06279052,0.36812454,0.005,0.005,0.48175368,0.36812454,0.36812454,0.48175368,0.002,0.002,0.7289686,0.48175368,0.48175368,0.7289686,0.005,0.005,0.809017,0.7289686,0.7289686,0.809017,0.002,0.002,0.9822872,0.809017,0.809017,0.9822872,0.007,0.007
0.157,5,5,1,1,1,1,10,0,-0.42577928,0,0,-0.42577928,1,1,1,0,0.83407843,0,0,5,5,1,1,1,3,0.83407843,1,1.8340784,1,1,1.8340784,10,-0.24868989,-0.42577928,-0.42577928,-0.24868989,0.003,0.003,-0.18738131,-0.24868989,-0.24868989,-0.18738131,0.001,0.001,-0.06279052,-0.18738131,-0.18738131,-0.06279052,0.002,0.002,3.6082248e-16,-0.06279052,-0.06279052,3.6082248e-16,0.001,0.001,0.309017,3.6082248e-16,3.6082248e-16,0.309017,0.005,0.005,0.42577928,0.309017,0.309017,0.42577928,0.002,0.002,0.6845471,0.42577928,0.42577928,0.6845471,0.005,0.005,0.77051324,0.6845471,0.6845471,0.77051324,0.002,0.002,0.96858317,0.77051324,0.77051324,0.96858317,0.007,0.007
0.158,5,5,1,1,1,1,10,0,-0.48175368,0,0,-0.48175368,1,1,1,0,0.83752805,0,0,5,5,1,1,1,3,0.83752805,1,1.837528,1,1,1.837528,10,-0.309017,-0.48175368,-0.48175368,-0.309017,0.003,0.003,-0.24868989,-0.309017,-0.309017,-0.24868989,0.001,0.001,-0.12533323,-0.24868989,-0.24868989,-0.12533323,0.002,0.002,-0.06279052,-0.12533323,-0.12533323,-0.06279052,0.001,0.001,0.24868989,-0.06279052,-0.06279052,0.24868989,0.005,0.005,0.36812454,0.24868989,0.24868989,0.36812454,0.002,0.002,0.637424,0.36812454,0.36812454,0.637424,0.005,0.005,0.7289686,0.637424,0.637424,0.7289686,0.002,0.002,0.95105654,0.7289686,0.7289686,0.95105654,0.007,0.007
0.159,5,5,1,1,1,1,10,0,-0.5358268,0,0,-0.5358268,1,1,1,0,0.8409446,0,0,5,5,1,1,1,3,0.8409446,1,1.8409445,1,1,1.8409445,10,-0.36812454,-0.5358268,-0.5358268,-0.36812454,0.003,0.003,-0.309017,-0.36812454,-0.36812454,-0.309017,0.001,0.001,-0.18738131,-0.309017,-0.309017,-0.18738131,0.002,0.002,-0.12533323,-0.18738131,-0.18738131,-0.12533323,0.001,0.001,0.18738131,-0.12533323,-0.12533323,0.18738131,0.005,0.005,0.309017,0.18738131,0.18738131,0.309017,0.002,0.002,0.58778524,0.309017,0.309017,0.58778524,0.005,0.005,0.6845471,0.58778524,0.58778524,0.6845471,0.002,0.002,0.9297765,0.6845471,0.6845471,0.9297765,0.007,0.007
0.16,5,5,1,1,1,1,10,0,-0.58778524,0,0,-0.58778524,1,1,1,0,0.8443279,0,0,5,5,1,1,1,3,0.8443279,1,1.8443279,1,1,1.8443279,10,-0.42577928,-0.58778524,-0.58778524,-0.42577928,0.003,0.003,-0.36812454,-0.42577928,-0.42577928,-0.36812454,0.001,0.001,-0.24868989,-0.36812454,-0.36812454,-0.24868989,0.002,0.002,-0.18738131,-0.24868989,-0.24868989,-0.18738131,0.001,0.001,0.12533323,-0.18738131,-0.18738131,0.12533323,0.005,0.005,0.24868989,0.12533323,0.12533323,0.24868989,0.002,0.002,0.5358268,0.24868989,0.24868989,0.5358268,0.005,0.005,0.637424,0.5358268,0.5358268,0.637424,0.002,0.002,0.90482706,0.637424,0.637424,0.90482706,0.007,0.007
0.161,5,5,1,1,1,1,10,0,-0.637424,0,0,-0.637424,1,1,1,0,0.84767795,0,0,5,5,1,1,1,3,0.84767795,1,1.847678,1,1,1.847678,10,-0.48175368,-0.637424,-0.637424,-0.48175368,0.003,0.003,-0.42577928,-0.48175368,-0.48175368,-0.42577928,0.001,0.001,-0.309017,-0.42577928,-0.42577928,-0.309017,0.002,0.002,-0.24868989,-0.309017,-0.309017,-0.24868989,0.001,0.001,0.06279052,-0.24868989,-0.24868989,0.06279052,0.005,0.005,0.18738131,0.06279052,0.06279052,0.18738131,0.002,0.002,0.48175368,0.18738131,0.18738131,0.48175368,0.005,0.005,0.58778524,0.48175368,0.48175368,0.58778524,0.002,0.002,0.87630665,0.58778524,0.58778524,0.87630665,0.007,0.007
0.162,5,5,1,1,1,1,10,0,-0.6845471,0,0,-0.6845471,1,1,1,0,0.85099447,0,0,5,5,1,1,1,3,0.85099447,1,1.8509945,1,1,1.8509945,10,-0.5358268,-0.6845471,-0.6845471,-0.5358268,0.003,0.003,-0.48175368,-0.5358268,-0.5358268,-0.48175368,0.001,0.001,-0.36812454,-0.48175368,-0.48175368,-0.36812454,0.002,0.002,-0.309017,-0.36812454,-0.36812454,-0.309017,0.001,0.001,3.6082248e-16,-0.309017,-0.309017,3.6082248e-16,0.005,0.005,0.12533323,3.6082248e-16,3.6082248e-16,0.12533323,0.002,0.002,0.42577928,0.12533323,0.12533323,0.42577928,0.005,0.005,0.5358268,0.42577928,0.42577928,0.5358268,0.002,0.002,0.8443279,0.5358268,0.5358268,0.8443279,0.007,0.007
0.163,5,5,1,1,1,1,10,0,-0.7289686,0,0,-0.7289686,1,1,1,0,0.85427743,0,0,5,5,1,1,1,3,0.85427743,1,1.8542774,1,1,1.8542774,10,-0.58778524,-0.7289686,-0.7289686,-0.58778524,0.003,0.003,-0.5358268,-0.58778524,-0.58778524,-0.5358268,0.001,0.001,-0.42577928,-0.5358268,-0.5358268,-0.42577928,0.002,0.002,-0.36812454,-0.42577928,-0.42577928,-0.36812454,0.001,0.001,-0.06279052,-0.36812454,-0.36812454,-0.06279052,0.005,0.005,0.06279052,-0.06279052,-0.06279052,0.06279052,0.002,0.002,0.36812454,0.06279052,0.06279052,0.36812454,0.005,0.005,0.48175368,0.36812454,0.36812454,0.48175368,0.002,0.002,0.809017,0.48175368,0.48175368,0.809017,0.007,0.007
0.164,5,5,1,1,1,1,10,0,-0.77051324,0,0,-0.77051324,1,1,1,0,0.85752666,0,0,5,5,1,1,1,3,0.85752666,1,1.8575267,1,1,1.8575267,10,-0.637424,-0.77051324,-0.77051324,-0.637424,0.003,0.003,-0.58778524,-0.637424,-0.637424,-0.58778524,0.001,0.001,-0.48175368,-0.58778524,-0.58778524,-0.48175368,0.002,0.002,-0.42577928,-0.48175368,-0.48175368,-0.42577928,0.001,0.001,-0.12533323,-0.42577928,-0.42577928,-0.12533323,0.005,0.005,3.6082248e-16,-0.12533323,-0.12533323,3.6082248e-16,0.002,0.002,0.309017,3.6082248e-16,3.6082248e-16,0.309017,0.005,0.005,0.42577928,0.309017,0.309017,0.42577928,0.002,0.002,0.77051324,0.42577928,0.42577928,0.77051324,0.007,0.007
0.165,5,5,1,1,1,1,10,0,-0.809017,0,0,-0.809017,1,1,1,0,0.86074203,0,0,5,5,1,1,1,3,0.86074203,1,1.860742,1,1,1.860742,10,-0.6845471,-0.809017,-0.809017,-0.6845471,0.003,0.003,-0.637424,-0.6845471,-0.6845471,-0.637424,0.001,0.001,-0.5358268,-0.637424,-0.637424,-0.5358268,0.002,0.002,-0.48175368,-0.5358268,-0.5358268,-0.48175368,0.001,0.001,-0.18738131,-0.48175368,-0.48175368,-0.18738131,0.005,0.005,-0.06279052,-0.18738131,-0.18738131,-0.06279052,0.002,0.002,0.24868989,-0.06279052,-0.06279052,0.24868989,0.005,0.005,0.36812454,0.24868989,0.24868989,0.36812454,0.002,0.002,0.7289686,0.36812454,0.36812454,0.7289686,0.007,0.007
0.166,5,5,1,1,1,1,10,0,-0.8443279,0,0,-0.8443279,1,1,1,0,0.86392343,0,0,5,5,1,1,1,3,0.86392343,1,1.8639234,1,1,1.8639234,10,-0.7289686,-0.8443279,-0.8443279,-0.7289686,0.003,0.003,-0.6845471,-0.7289686,-0.7289686,-0.6845471,0.001,0.001,-0.58778524,-0.6845471,-0.6845471,-0.58778524,0.002,0.002,-0.5358268,-0.58778524,-0.58778524,-0.5358268,0.001,0.001,-0.24868989,-0.5358268,-0.5358268,-0.24868989,0.005,0.005,-0.12533323,-0.24868989,-0.24868989,-0.12533323,0.002,0.002,0.18738131,-0.12533323,-0.12533323,0.18738131,0.005,0.005,0.309017,0.18738131,0.18738131,0.309017,0.002,0.002,0.6845471,0.309017,0.309017,0.6845471,0.007,0.007
0.167,5,5,1,1,1,1,10,0,-0.87630665,0,0,-0.87630665,1,1,1,0,0.8670707,0,0,5,5,1,1,1,3,0.8670707,1,1.8670707,1,1,1.8670707,10,-0.77051324,-0.87630665,-0.87630665,-0.77051324,0.003,0.003,-0.7289686,-0.77051324,-0.77051324,-0.7289686,0.001,0.001,-0.637424,-0.7289686,-0.7289686,-0.637424,0.002,0.002,-0.58778524,-0.637424,-0.637424,-0.58778524,0.001,0.001,-0.309017,-0.58778524,-0.58778524,-0.309017,0.005,0.005,-0.18738131,-0.309017,-0.309017,-0.18738131,0.002,0.002,0.12533323,-0.18738131,-0.18738131,0.12533323,0.005,0.005,0.24868989,0.12533323,0.12533323,0.24868989,0.002,0.002,0.637424,0.24868989,0.24868989,0.637424,0.007,0.007
0.168,5,5,1,1,1,1,10,0,-0.90482706,0,0,-0.90482706,1,1,1,0,0.87018377,0,0,5,5,1,1,1,3,0.87018377,1,1.8701837,1,1,1.8701837,10,-0.809017,-0.90482706,-0.90482706,-0.809017,0.003,0.003,-0.77051324,-0.809017,-0.809017,-0.77051324,0.001,0.001,-0.6845471,-0.77051324,-0.77051324,-0.6845471,0.002,0.002,-0.637424,-0.6845471,-0.6845471,-0.637424,0.001,0.001,-0.36812454,-0.637424,-0.637424,-0.36812454,0.005,0.005,-0.24868989,-0.36812454,-0.36812454,-0.24868989,0.002,0.002,0.06279052,-0.24868989,-0.24868989,0.06279052,0.005,0.005,0.18738131,0.06279052,0.06279052,0.18738131,0.002,0.002,0.58778524,0.18738131,0.18738131,0.58778524,0.007,0.007
0.169,5,5,1,1,1,1,10,0,-0.9297765,0,0,-0.9297765,1,1,1,0,0.87326247,0,0,5,5,1,1,1,3,0.87326247,1,1.8732624,1,1,1.8732624,10,-0.8443279,-0.9297765,-0.9297765,-0.8443279,0.003,0.003,-0.809017,-0.8443279,-0.8443279,-0.809017,0.001,0.001,-0.7289686,-0.809017,-0.809017,-0.7289686,0.002,0.002,-0.6845471,-0.7289686,-0.7289686,-0.6845471,0.001,0.001,-0.42577928,-0.6845471,-0.6845471,-0.42577928,0.005,0.005,-0.309017,-0.42577928,-0.42577928,-0.309017,0.002,0.002,3.6082248e-16,-0.309017,-0.309017,3.6082248e-16,0.005,0.005,0.12533323,3.6082248e-16,3.6082248e-16,0.12533323,0.002,0.002,0.5358268,0.12533323,0.12533323,0.5358268,0.007,0.007
0.17,5,5,1,1,1,1,10,0,-0.95105654,0,0,-0.95105654,1,1,1,0,0.87630665,0,0,5,5,1,1,1,3,0.87630665,1,1.8763067,1,1,1.8763067,10,-0.87630665,-0.95105654,-0.95105654,-0.87630665,0.003,0.003,-0.8443279,-0.87630665,-0.87630665,-0.8443279,0.001,0.001,-0.77051324,-0.8443279,-0.8443279,-0.77051324,0.002,0.002,-0.7289686,-0.77051324,-0.77051324,-0.7289686,0.001,0.001,-0.48175368,-0.7289686,-0.7289686,-0.48175368,0.005,0.005,-0.36812454,-0.48175368,-0.48175368,-0.36812454,0.002,0.002,-0.06279052,-0.36812454,-0.36812454,-0.06279052,0.005,0.005,0.06279052,-0.06279052,-0.06279052,0.06279052,0.002,0.002,0.48175368,0.06279052,0.06279052,0.48175368,0.007,0.007
0.171,5,5,1,1,1,1,10,0,-0.96858317,0,0,-0.96858317,1,1,1,0,0.87931633,0,0,5,5,1,1,1,3,0.87931633,1,1.8793163,1,1,1.8793163,10,-0.90482706,-0.96858317,-0.96858317,-0.90482706,0.003,0.003,-0.87630665,-0.90482706,-0.90482706,-0.87630665,0.001,0.001,-0.809017,-0.87630665,-0.87630665,-0.809017,0.002,0.002,-0.77051324,-0.809017,-0.809017,-0.77051324,0.001,0.001,-0.5358268,-0.77051324,-0.77051324,-0.5358268,0.005,0.005,-0.42577928,-0.5358268,-0.5358268,-0.42577928,0.002,0.002,-0.12533323,-0.42577928,-0.42577928,-0.12533323,0.005,0.005,3.6082248e-16,-0.12533323,-0.12533323,3.6082248e-16,0.002,0.002,0.42577928,3.6082248e-16,3.6082248e-16,0.42577928,0.007,0.007
0.172,5,5,1,1,1,1,10,0,-0.9822872,0,0,-0.9822872,1,1,1,0,0.8822912,0,0,5,5,1,1,1,3,0.8822912,1,1.8822912,1,1,1.8822912,10,-0.9297765,-0.9822872,-0.9822872,-0.9297765,0.003,0.003,-0.90482706,-0.9297765,-0.9297765,-0.90482706,0.001,0.001,-0.8443279,-0.90482706,-0.90482706,-0.8443279,0.002,0.002,-0.809017,-0.8443279,-0.8443279,-0.809017,0.001,0.001,-0.58778524,-0.809017,-0.809017,-0.58778524,0.005,0.005,-0.48175368,-0.58778524,-0.58778524,-0.48175368,0.002,0.002,-0.18738131,-0.48175368,-0.48175368,-0.18738131,0.005,0.005,-0.06279052,-0.18738131,-0.18738131,-0.06279052,0.002,0.002,0.36812454,-0.06279052,-0.06279052,0.36812454,0.007,0.007
0.173,5,5,1,1,1,1,10,0,-0.9921147,0,0,-0.9921147,1,1,1,0,0.8852313,0,0,5,5,1,1,1,3,0.8852313,1,1.8852313,1,1,1.8852313,10,-0.95105654,-0.9921147,-0.9921147,-0.95105654,0.003,0.003,-0.9297765,-0.95105654,-0.95105654,-0.9297765,0.001,0.001,-0.87630665,-0.9297765,-0.9297765,-0.87630665,0.002,0.002,-0.8443279,-0.87630665,-0.87630665,-0.8443279,0.001,0.001,-0.637424,-0.8443279,-0.8443279,-0.637424,0.005,0.005,-0.5358268,-0.637424,-0.637424,-0.5358268,0.002,0.002,-0.24868989,-0.5358268,-0.5358268,-0.24868989,0.005,0.005,-0.12533323,-0.24868989,-0.24868989,-0.12533323,0.002,0.002,0.309017,-0.12533323,-0.12533323,0.309017,0.007,0.007
0.174,5,5,1,1,1,1,10,0,-0.9980267,0,0,-0.9980267,1,1,1,0,0.88813645,0,0,5,5,1,1,1,3,0.88813645,1,1.8881365,1,1,1.8881365,10,-0.96858317,-0.9980267,-0.9980267,-0.96858317,0.003,0.003,-0.95105654,-0.96858317,-0.96858317,-0.95105654,0.001,0.001,-0.90482706,-0.95105654,-0.95105654,-0.90482706,0.002,0.002,-0.87630665,-0.90482706,-0.90482706,-0.87630665,0.001,0.001,-0.6845471,-0.87630665,-0.87630665,-0.6845471,0.005,0.005,-0.58778524,-0.6845471,-0.6845471,-0.58778524,0.002,0.002,-0.309017,-0.58778524,-0.58778524,-0.309017,0.005,0.005,-0.18738131,-0.309017,-0.309017,-0.18738131,0.002,0.002,0.24868989,-0.18738131,-0.18738131,0.24868989,0.007,0.007
0.175,5,5,1,1,1,1,10,0,-1,0,0,-1,1,1,1,0,0.8910065,0,0,5,5,1,1,1,3,0.8910065,1,1.8910065,1,1,1.8910065,10,-0.9822872,-1,-1,-0.9822872,0.003,0.003,-0.96858317,-0.9822872,-0.9822872,-0.96858317,0.001,0.001,-0.9297765,-0.96858317,-0.96858317,-0.9297765,0.002,0.002,-0.90482706,-0.9297765,-0.9297765,-0.90482706,0.001,0.001,-0.7289686,-0.90482706,-0.90482706,-0.7289686,0.005,0.005,-0.637424,-0.7289686,-0.7289686,-0.637424,0.002,0.002,-0.36812454,-0.637424,-0.637424,-0.36812454,0.005,0.005,-0.24868989,-0.36812454,-0.36812454,-0.24868989,0.002,0.002,0.18738131,-0.24868989,-0.24868989,0.18738131,0.007,0.007
0.176,5,5,1,1,1,1,10,0,-0.9980267,0,0,-0.9980267,1,1,1,0,0.89384145,0,0,5,5,1,1,1,3,0.89384145,1,1.8938414,1,1,1.8938414,10,-0.9921147,-0.9980267,-0.9980267,-0.9921147,0.003,0.003,-0.9822872,-0.9921147,-0.9921147,-0.9822872,0.001,0.001,-0.95105654,-0.9822872,-0.9822872,-0.95105654,0.002,0.002,-0.9297765,-0.95105654,-0.95105654,-0.9297765,0.001,0.001,-0.77051324,-0.9297765,-0.9297765,-0.77051324,0.005,0.005,-0.6845471,-0.77051324,-0.77051324,-0.6845471,0.002,0.002,-0.42577928,-0.6845471,-0.6845471,-0.42577928,0.005,0.005,-0.309017,-0.42577928,-0.42577928,-0.309017,0.002,0.002,0.12533323,-0.309017,-0.309017,0.12533323,0.007,0.007
0.177,5,5,1,1,1,1,10,0,-0.9921147,0,0,-0.9921147,1,1,1,0,0.896641,0,0,5,5,1,1,1,3,0.896641,1,1.896641,1,1,1.896641,10,-0.9980267,-0.9921147,-0.9921147,-0.9980267,0.003,0.003,-0.9921147,-0.9980267,-0.9980267,-0.9921147,0.001,0.001,-0.96858317,-0.9921147,-0.9921147,-0.96858317,0.002,0.002,-0.95105654,-0.96858317,-0.96858317,-0.95105654,0.001,0.001,-0.809017,-0.95105654,-0.95105654,-0.809017,0.005,0.005,-0.7289686,-0.809017,-0.809017,-0.7289686,0.002,0.002,-0.48175368,-0.7289686,-0.7289686,-0.48175368,0.005,0.005,-0.36812454,-0.48175368,-0.48175368,-0.36812454,0.002,0.002,0.06279052,-0.36812454,-0.36812454,0.06279052,0.007,0.007
0.178,5,5,1,1,1,1,10,0,-0.9822872,0,0,-0.9822872,1,1,1,0,0.89940524,0,0,5,5,1,1,1,3,0.89940524,1,1.8994052,1,1,1.8994052,10,-1,-0.9822872,-0.9822872,-1,0.003,0.003,-0.9980267,-1,-1,-0.9980267,0.001,0.001,-0.9822872,-0.9980267,-0.9980267,-0.9822872,0.002,0.002,-0.96858317,-0.9822872,-0.9822872,-0.96858317,0.001,0.001,-0.8443279,-0.96858317,-0.96858317,-0.8443279,0.005,0.005,-0.77051324,-0.8443279,-0.8443279,-0.77051324,0.002,0.002,-0.5358268,-0.77051324,-0.77051324,-0.5358268,0.005,0.005,-0.42577928,-0.5358268,-0.5358268,-0.42577928,0.002,0.002,2.1094237e-15,-0.42577928,-0.42577928,2.1094237e-15,0.007,0.007
0.179,5,5,1,1,1,1,10,0,-0.96858317,0,0,-0.96858317,1,1,1,0,0.90213394,0,0,5,5,1,1,1,3,0.90213394,1,1.902134,1,1,1.902134,10,-0.9980267,-0.96858317,-0.96858317,-0.9980267,0.003,0.003,-1,-0.9980267,-0.9980267,-1,0.001,0.001,-0.9921147,-1,-1,-0.9921147,0.002,0.002,-0.9822872,-0.9921147,-0.9921147,-0.9822872,0.001,0.001,-0.87630665,-0.9822872,-0.9822872,-0.87630665,0.005,0.005,-0.809017,-0.87630665,-0.87630665,-0.809017,0.002,0.002,-0.58778524,-0.809017,-0.809017,-0.58778524,0.005,0.005,-0.48175368,-0.58778524,-0.58778524,-0.48175368,0.002,0.002,-0.06279052,-0.48175368,-0.48175368,-0.06279052,0.007,0.007
0.18,5,5,1,1,1,1,10,0,-0.95105654,0,0,-0.95105654,1,1,1,0,0.90482706,0,0,5,5,1,1,1,3,0.90482706,1,1.904827,1,1,1.904827,10,-0.9921147,-0.95105654,-0.95105654,-0.9921147,0.003,0.003,-0.9980267,-0.9921147,-0.9921147,-0.9980267,0.001,0.001,-0.9980267,-0.9980267,-0.9980267,-0.9980267,0.002,0.002,-0.9921147,-0.9980267,-0.9980267,-0.9921147,0.001,0.001,-0.90482706,-0.9921147,-0.9921147,-0.90482706,0.005,0.005,-0.8443279,-0.90482706,-0.90482706,-0.8443279,0.002,0.002,-0.637424,-0.8443279,-0.8443279,-0.637424,0.005,0.005,-0.5358268,-0.637424,-0.637424,-0.5358268,0.002,0.002,-0.12533323,-0.5358268,-0.5358268,-0.12533323,0.007,0.007
0.181,5,5,1,1,1,1,10,0,-0.9297765,0,0,-0.9297765,1,1,1,0,0.9074844,0,0,5,5,1,1,1,3,0.9074844,1,1.9074844,1,1,1.9074844,10,-0.9822872,-0.9297765,-0.9297765,-0.9822872,0.003,0.003,-0.9921147,-0.9822872,-0.9822872,-0.9921147,0.001,0.001,-1,-0.9921147,-0.9921147,-1,0.002,0.002,-0.9980267,-1,-1,-0.9980267,0.001,0.001,-0.9297765,-0.9980267,-0.9980267,-0.9297765,0.005,0.005,-0.87630665,-0.9297765,-0.9297765,-0.87630665,0.002,0.002,-0.6845471,-0.87630665,-0.87630665,-0.6845471,0.005,0.005,-0.58778524,-0.6845471,-0.6845471,-0.58778524,0.002,0.002,-0.18738131,-0.58778524,-0.58778524,-0.18738131,0.007,0.007
0.182,5,5,1,1,1,1,10,0,-0.90482706,0,0,-0.90482706,1,1,1,0,0.91010594,0,0,5,5,1,1,1,3,0.91010594,1,1.910106,1,1,1.910106,10,-0.96858317,-0.90482706,-0.90482706,-0.96858317,0.003,0.003,-0.9822872,-0.96858317,-0.96858317,-0.9822872,0.001,0.001,-0.9980267,-0.9822872,-0.9822872,-0.9980267,0.002,0.002,-1,-0.9980267,-0.9980267,-1,0.001,0.001,-0.95105654,-1,-1,-0.95105654,0.005,0.005,-0.90482706,-0.95105654,-0.95105654,-0.90482706,0.002,0.002,-0.7289686,-0.90482706,-0.90482706,-0.7289686,0.005,0.005,-0.637424,-0.7289686,-0.7289686,-0.637424,0.002,0.002,-0.24868989,-0.637424,-0.637424,-0.24868989,0.007,0.007
0.183,5,5,1,1,1,1,10,0,-0.87630665,0,0,-0.87630665,1,1,1,0,0.9126916,0,0,5,5,1,1,1,3,0.9126916,1,1.9126916,1,1,1.9126916,10,-0.95105654,-0.87630665,-0.87630665,-0.95105654,0.003,0.003,-0.96858317,-0.95105654,-0.95105654,-0.96858317,0.001,0.001,-0.9921147,-0.96858317,-0.96858317,-0.9921147,0.002,0.002,-0.9980267,-0.9921147,-0.9921147,-0.9980267,0.001,0.001,-0.96858317,-0.9980267,-0.9980267,-0.96858317,0.005,0.005,-0.9297765,-0.96858317,-0.96858317,-0.9297765,0.002,0.002,-0.77051324,-0.9297765,-0.9297765,-0.77051324,0.005,0.005,-0.6845471,-0.77051324,-0.77051324,-0.6845471,0.002,0.002,-0.309017,-0.6845471,-0.6845471,-0.309017,0.007,0.007
0.184,5,5,1,1,1,1,10,0,-0.8443279,0,0,-0.8443279,1,1,1,0,0.9152412,0,0,5,5,1,1,1,3,0.9152412,1,1.9152411,1,1,1.9152411,10,-0.9297765,-0.8443279,-0.8443279,-0.9297765,0.003,0.003,-0.95105654,-0.9297765,-0.9297765,-0.95105654,0.001,0.001,-0.9822872,-0.95105654,-0.95105654,-0.9822872,0.002,0.002,-0.9921147,-0.9822872,-0.9822872,-0.9921147,0.001,0.001,-0.9822872,-0.9921147,-0.9921147,-0.9822872,0.005,0.005,-0.95105654,-0.9822872,-0.9822872,-0.95105654,0.002,0.002,-0.809017,-0.95105654,-0.95105654,-0.809017,0.005,0.005,-0.7289686,-0.809017,-0.809017,-0.7289686,0.002,0.002,-0.36812454,-0.7289686,-0.7289686,-0.36812454,0.007,0.007
0.185,5,5,1,1,1,1,10,0,-0.809017,0,0,-0.809017,1,1,1,0,0.91775465,0,0,5,5,1,1,1,3,0.91775465,1,1.9177547,1,1,1.9177547,10,-0.90482706,-0.809017,-0.809017,-0.90482706,0.003,0.003,-0.9297765,-0.90482706,-0.90482706,-0.9297765,0.001,0.001,-0.96858317,-0.9297765,-0.9297765,-0.96858317,0.002,0.002,-0.9822872,-0.96858317,-0.96858317,-0.9822872,0.001,0.001,-0.9921147,-0.9822872,-0.9822872,-0.9921147,0.005,0.005,-0.96858317,-0.9921147,-0.9921147,-0.96858317,0.002,0.002,-0.8443279,-0.96858317,-0.96858317,-0.8443279,0.005,0.005,-0.77051324,-0.8443279,-0.8443279,-0.77051324,0.002,0.002,-0.42577928,-0.77051324,-0.77051324,-0.42577928,0.007,0.007
