Time,sources.ramp.height,sources.ramp.duration,sources.ramp.y,sources.ramp.offset,sources.ramp.startTime,sources.sine.amplitude,sources.sine.f,sources.sine.phase,sources.sine.y,sources.sine.offset,sources.sine.startTime,sources.freq_output,sources.ramp_output,sources.sine1.amplitude,sources.sine1.f,sources.sine1.phase,sources.sine1.y,sources.sine1.offset,sources.sine1.startTime,sources.ramp1.height,sources.ramp1.duration,sources.ramp1.y,sources.ramp1.offset,sources.ramp1.startTime,sources.multiSum.significantDigits,sources.multiSum.u[1],sources.multiSum.u[2],sources.multiSum.y,sources.multiSum.k[1],sources.multiSum.k[2],sources.ramp_freq_output,sources.f,LET1.output_1,LET1.input_1,LET1.fixedDelay.u,LET1.fixedDelay.y,LET1.fixedDelay.delayTime,LET1.delayTime,C1.output_1,C1.input_1,C1.fixedDelay.u,C1.fixedDelay.y,C1.fixedDelay.delayTime,C1.delayTime,LET2.output_1,LET2.input_1,LET2.fixedDelay.u,LET2.fixedDelay.y,LET2.fixedDelay.delayTime,LET2.delayTime,C2.output_1,C2.input_1,C2.fixedDelay.u,C2.fixedDelay.y,C2.fixedDelay.delayTime,C2.delayTime,LET3.output_1,LET3.input_1,LET3.fixedDelay.u,LET3.fixedDelay.y,LET3.fixedDelay.delayTime,LET3.delayTime,C3.output_1,C3.input_1,C3.fixedDelay.u,C3.fixedDelay.y,C3.fixedDelay.delayTime,C3.delayTime,LET4.output_1,LET4.input_1,LET4.fixedDelay.u,LET4.fixedDelay.y,LET4.fixedDelay.delayTime,LET4.delayTime,C4.output_1,C4.input_1,C4.fixedDelay.u,C4.fixedDelay.y,C4.fixedDelay.delayTime,C4.delayTime,LET5.output_1,LET5.input_1,LET5.fixedDelay.u,LET5.fixedDelay.y,LET5.fixedDelay.delayTime,LET5.delayTime
0.03,5,5,1,1,1,1,10,0,0.95105654,0,0,0.95105654,1,1,1,0,0.18738131,0,0,5,5,1,1,1,3,0.18738131,1,1.1873813,1,1,1.1873813,10,0.9921147,0.95105654,0.95105654,0.9921147,0.003,0.003,0.9980267,0.9921147,0.9921147,0.9980267,0.001,0.001,0.9980267,0.9980267,0.9980267,0.9980267,0.002,0.002,0.9921147,0.9980267,0.9980267,0.9921147,0.001,0.001,0.90482706,0.9921147,0.9921147,0.90482706,0.005,0.005,0.8443279,0.90482706,0.90482706,0.8443279,0.002,0.002,0.637424,0.8443279,0.8443279,0.637424,0.005,0.005,0.5358268,0.637424,0.637424,0.5358268,0.002,0.002,0.12533323,0.5358268,0.5358268,0.12533323,0.007,0.007
0.031,5,5,1,1,1,1,10,0,0.9297765,0,0,0.9297765,1,1,1,0,0.19354947,0,0,5,5,1,1,1,3,0.19354947,1,1.1935495,1,1,1.1935495,10,0.9822872,0.9297765,0.9297765,0.9822872,0.003,0.003,0.9921147,0.9822872,0.9822872,0.9921147,0.001,0.001,1,0.9921147,0.9921147,1,0.002,0.002,0.9980267,1,1,0.9980267,0.001,0.001,0.9297765,0.9980267,0.9980267,0.9297765,0.005,0.005,0.87630665,0.9297765,0.9297765,0.87630665,0.002,0.002,0.6845471,0.87630665,0.87630665,0.6845471,0.005,0.005,0.58778524,0.6845471,0.6845471,0.58778524,0.002,0.002,0.18738131,0.58778524,0.58778524,0.18738131,0.007,0.007
0.032,5,5,1,1,1,1,10,0,0.90482706,0,0,0.90482706,1,1,1,0,0.19970998,0,0,5,5,1,1,1,3,0.19970998,1,1.19971,1,1,1.19971,10,0.96858317,0.90482706,0.90482706,0.96858317,0.003,0.003,0.9822872,0.96858317,0.96858317,0.9822872,0.001,0.001,0.9980267,0.9822872,0.9822872,0.9980267,0.002,0.002,1,0.9980267,0.9980267,1,0.001,0.001,0.95105654,1,1,0.95105654,0.005,0.005,0.90482706,0.95105654,0.95105654,0.90482706,0.002,0.002,0.7289686,0.90482706,0.90482706,0.7289686,0.005,0.005,0.637424,0.7289686,0.7289686,0.637424,0.002,0.002,0.24868989,0.637424,0.637424,0.24868989,0.007,0.007
0.033,5,5,1,1,1,1,10,0,0.87630665,0,0,0.87630665,1,1,1,0,0.20586261,0,0,5,5,1,1,1,3,0.20586261,1,1.2058626,1,1,1.2058626,10,0.95105654,0.87630665,0.87630665,0.95105654,0.003,0.003,0.96858317,0.95105654,0.95105654,0.96858317,0.001,0.001,0.9921147,0.96858317,0.96858317,0.9921147,0.002,0.002,0.9980267,0.9921147,0.9921147,0.9980267,0.001,0.001,0.96858317,0.9980267,0.9980267,0.96858317,0.005,0.005,0.9297765,0.96858317,0.96858317,0.9297765,0.002,0.002,0.77051324,0.9297765,0.9297765,0.77051324,0.005,0.005,0.6845471,0.77051324,0.77051324,0.6845471,0.002,0.002,0.309017,0.6845471,0.6845471,0.309017,0.007,0.007
0.034,5,5,1,1,1,1,10,0,0.8443279,0,0,0.8443279,1,1,1,0,0.2120071,0,0,5,5,1,1,1,3,0.2120071,1,1.2120072,1,1,1.2120072,10,0.9297765,0.8443279,0.8443279,0.9297765,0.003,0.003,0.95105654,0.9297765,0.9297765,0.95105654,0.001,0.001,0.9822872,0.95105654,0.95105654,0.9822872,0.002,0.002,0.9921147,0.9822872,0.9822872,0.9921147,0.001,0.001,0.9822872,0.9921147,0.9921147,0.9822872,0.005,0.005,0.95105654,0.9822872,0.9822872,0.95105654,0.002,0.002,0.809017,0.95105654,0.95105654,0.809017,0.005,0.005,0.7289686,0.809017,0.809017,0.7289686,0.002,0.002,0.36812454,0.7289686,0.7289686,0.36812454,0.007,0.007
0.035,5,5,1,1,1,1,10,0,0.809017,0,0,0.809017,1,1,1,0,0.21814324,0,0,5,5,1,1,1,3,0.21814324,1,1.2181432,1,1,1.2181432,10,0.90482706,0.809017,0.809017,0.90482706,0.003,0.003,0.9297765,0.90482706,0.90482706,0.9297765,0.001,0.001,0.96858317,0.9297765,0.9297765,0.96858317,0.002,0.002,0.9822872,0.96858317,0.96858317,0.9822872,0.001,0.001,0.9921147,0.9822872,0.9822872,0.9921147,0.005,0.005,0.96858317,0.9921147,0.9921147,0.96858317,0.002,0.002,0.8443279,0.96858317,0.96858317,0.8443279,0.005,0.005,0.77051324,0.8443279,0.8443279,0.77051324,0.002,0.002,0.42577928,0.77051324,0.77051324,0.42577928,0.007,0.007
0.036,5,5,1,1,1,1,10,0,0.77051324,0,0,0.77051324,1,1,1,0,0.22427076,0,0,5,5,1,1,1,3,0.22427076,1,1.2242707,1,1,1.2242707,10,0.87630665,0.77051324,0.77051324,0.87630665,0.003,0.003,0.90482706,0.87630665,0.87630665,0.90482706,0.001,0.001,0.95105654,0.90482706,0.90482706,0.95105654,0.002,0.002,0.96858317,0.95105654,0.95105654,0.96858317,0.001,0.001,0.9980267,0.96858317,0.96858317,0.9980267,0.005,0.005,0.9822872,0.9980267,0.9980267,0.9822872,0.002,0.002,0.87630665,0.9822872,0.9822872,0.87630665,0.005,0.005,0.809017,0.87630665,0.87630665,0.809017,0.002,0.002,0.48175368,0.809017,0.809017,0.48175368,0.007,0.007
0.037,5,5,1,1,1,1,10,0,0.7289686,0,0,0.7289686,1,1,1,0,0.23038943,0,0,5,5,1,1,1,3,0.23038943,1,1.2303895,1,1,1.2303895,10,0.8443279,0.7289686,0.7289686,0.8443279,0.003,0.003,0.87630665,0.8443279,0.8443279,0.87630665,0.001,0.001,0.9297765,0.87630665,0.87630665,0.9297765,0.002,0.002,0.95105654,0.9297765,0.9297765,0.95105654,0.001,0.001,1,0.95105654,0.95105654,1,0.005,0.005,0.9921147,1,1,0.9921147,0.002,0.002,0.90482706,0.9921147,0.9921147,0.90482706,0.005,0.005,0.8443279,0.90482706,0.90482706,0.8443279,0.002,0.002,0.5358268,0.8443279,0.8443279,0.5358268,0.007,0.007
0.038,5,5,1,1,1,1,10,0,0.6845471,0,0,0.6845471,1,1,1,0,0.236499,0,0,5,5,1,1,1,3,0.236499,1,1.236499,1,1,1.236499,10,0.809017,0.6845471,0.6845471,0.809017,0.003,0.003,0.8443279,0.809017,0.809017,0.8443279,0.001,0.001,0.90482706,0.8443279,0.8443279,0.90482706,0.002,0.002,0.9297765,0.90482706,0.90482706,0.9297765,0.001,0.001,0.9980267,0.9297765,0.9297765,0.9980267,0.005,0.005,0.9980267,0.9980267,0.9980267,0.9980267,0.002,0.002,0.9297765,0.9980267,0.9980267,0.9297765,0.005,0.005,0.87630665,0.9297765,0.9297765,0.87630665,0.002,0.002,0.58778524,0.87630665,0.87630665,0.58778524,0.007,0.007
0.039,5,5,1,1,1,1,10,0,0.637424,0,0,0.637424,1,1,1,0,0.24259923,0,0,5,5,1,1,1,3,0.24259923,1,1.2425992,1,1,1.2425992,10,0.77051324,0.637424,0.637424,0.77051324,0.003,0.003,0.809017,0.77051324,0.77051324,0.809017,0.001,0.001,0.87630665,0.809017,0.809017,0.87630665,0.002,0.002,0.90482706,0.87630665,0.87630665,0.90482706,0.001,0.001,0.9921147,0.90482706,0.90482706,0.9921147,0.005,0.005,1,0.9921147,0.9921147,1,0.002,0.002,0.95105654,1,1,0.95105654,0.005,0.005,0.90482706,0.95105654,0.95105654,0.90482706,0.002,0.002,0.637424,0.90482706,0.90482706,0.637424,0.007,0.007
0.04,5,5,1,1,1,1,10,0,0.58778524,0,0,0.58778524,1,1,1,0,0.24868989,0,0,5,5,1,1,1,3,0.24868989,1,1.2486899,1,1,1.2486899,10,0.7289686,0.58778524,0.58778524,0.7289686,0.003,0.003,0.77051324,0.7289686,0.7289686,0.77051324,0.001,0.001,0.8443279,0.77051324,0.77051324,0.8443279,0.002,0.002,0.87630665,0.8443279,0.8443279,0.87630665,0.001,0.001,0.9822872,0.87630665,0.87630665,0.9822872,0.005,0.005,0.9980267,0.9822872,0.9822872,0.9980267,0.002,0.002,0.96858317,0.9980267,0.9980267,0.96858317,0.005,0.005,0.9297765,0.96858317,0.96858317,0.9297765,0.002,0.002,0.6845471,0.9297765,0.9297765,0.6845471,0.007,0.007
0.041,5,5,1,1,1,1,10,0,0.5358268,0,0,0.5358268,1,1,1,0,0.25477073,0,0,5,5,1,1,1,3,0.25477073,1,1.2547708,1,1,1.2547708,10,0.6845471,0.5358268,0.5358268,0.6845471,0.003,0.003,0.7289686,0.6845471,0.6845471,0.7289686,0.001,0.001,0.809017,0.7289686,0.7289686,0.809017,0.002,0.002,0.8443279,0.809017,0.809017,0.8443279,0.001,0.001,0.96858317,0.8443279,0.8443279,0.96858317,0.005,0.005,0.9921147,0.96858317,0.96858317,0.9921147,0.002,0.002,0.9822872,0.9921147,0.9921147,0.9822872,0.005,0.005,0.95105654,0.9822872,0.9822872,0.95105654,0.002,0.002,0.7289686,0.95105654,0.95105654,0.7289686,0.007,0.007
0.042,5,5,1,1,1,1,10,0,0.48175368,0,0,0.48175368,1,1,1,0,0.26084152,0,0,5,5,1,1,1,3,0.26084152,1,1.2608415,1,1,1.2608415,10,0.637424,0.48175368,0.48175368,0.637424,0.003,0.003,0.6845471,0.637424,0.637424,0.6845471,0.001,0.001,0.77051324,0.6845471,0.6845471,0.77051324,0.002,0.002,0.809017,0.77051324,0.77051324,0.809017,0.001,0.001,0.95105654,0.809017,0.809017,0.95105654,0.005,0.005,0.9822872,0.95105654,0.95105654,0.9822872,0.002,0.002,0.9921147,0.9822872,0.9822872,0.9921147,0.005,0.005,0.96858317,0.9921147,0.9921147,0.96858317,0.002,0.002,0.77051324,0.96858317,0.96858317,0.77051324,0.007,0.007
0.043,5,5,1,1,1,1,10,0,0.42577928,0,0,0.42577928,1,1,1,0,0.266902,0,0,5,5,1,1,1,3,0.266902,1,1.266902,1,1,1.266902,10,0.58778524,0.42577928,0.42577928,0.58778524,0.003,0.003,0.637424,0.58778524,0.58778524,0.637424,0.001,0.001,0.7289686,0.637424,0.637424,0.7289686,0.002,0.002,0.77051324,0.7289686,0.7289686,0.77051324,0.001,0.001,0.9297765,0.77051324,0.77051324,0.9297765,0.005,0.005,0.96858317,0.9297765,0.9297765,0.96858317,0.002,0.002,0.9980267,0.96858317,0.96858317,0.9980267,0.005,0.005,0.9822872,0.9980267,0.9980267,0.9822872,0.002,0.002,0.809017,0.9822872,0.9822872,0.809017,0.007,0.007
0.044,5,5,1,1,1,1,10,0,0.36812454,0,0,0.36812454,1,1,1,0,0.27295193,0,0,5,5,1,1,1,3,0.27295193,1,1.272952,1,1,1.272952,10,0.5358268,0.36812454,0.36812454,0.5358268,0.003,0.003,0.58778524,0.5358268,0.5358268,0.58778524,0.001,0.001,0.6845471,0.58778524,0.58778524,0.6845471,0.002,0.002,0.7289686,0.6845471,0.6845471,0.7289686,0.001,0.001,0.90482706,0.7289686,0.7289686,0.90482706,0.005,0.005,0.95105654,0.90482706,0.90482706,0.95105654,0.002,0.002,1,0.95105654,0.95105654,1,0.005,0.005,0.9921147,1,1,0.9921147,0.002,0.002,0.8443279,0.9921147,0.9921147,0.8443279,0.007,0.007
0.045,5,5,1,1,1,1,10,0,0.309017,0,0,0.309017,1,1,1,0,0.2789911,0,0,5,5,1,1,1,3,0.2789911,1,1.2789911,1,1,1.2789911,10,0.48175368,0.309017,0.309017,0.48175368,0.003,0.003,0.5358268,0.48175368,0.48175368,0.5358268,0.001,0.001,0.637424,0.5358268,0.5358268,0.637424,0.002,0.002,0.6845471,0.637424,0.637424,0.6845471,0.001,0.001,0.87630665,0.6845471,0.6845471,0.87630665,0.005,0.005,0.9297765,0.87630665,0.87630665,0.9297765,0.002,0.002,0.9980267,0.9297765,0.9297765,0.9980267,0.005,0.005,0.9980267,0.9980267,0.9980267,0.9980267,0.002,0.002,0.87630665,0.9980267,0.9980267,0.87630665,0.007,0.007
0.046,5,5,1,1,1,1,10,0,0.24868989,0,0,0.24868989,1,1,1,0,0.28501925,0,0,5,5,1,1,1,3,0.28501925,1,1.2850193,1,1,1.2850193,10,0.42577928,0.24868989,0.24868989,0.42577928,0.003,0.003,0.48175368,0.42577928,0.42577928,0.48175368,0.001,0.001,0.58778524,0.48175368,0.48175368,0.58778524,0.002,0.002,0.637424,0.58778524,0.58778524,0.637424,0.001,0.001,0.8443279,0.637424,0.637424,0.8443279,0.005,0.005,0.90482706,0.8443279,0.8443279,0.90482706,0.002,0.002,0.9921147,0.90482706,0.90482706,0.9921147,0.005,0.005,1,0.9921147,0.9921147,1,0.002,0.002,0.90482706,1,1,0.90482706,0.007,0.007
0.047,5,5,1,1,1,1,10,0,0.18738131,0,0,0.18738131,1,1,1,0,0.29103616,0,0,5,5,1,1,1,3,0.29103616,1,1.2910361,1,1,1.2910361,10,0.36812454,0.18738131,0.18738131,0.36812454,0.003,0.003,0.42577928,0.36812454,0.36812454,0.42577928,0.001,0.001,0.5358268,0.42577928,0.42577928,0.5358268,0.002,0.002,0.58778524,0.5358268,0.5358268,0.58778524,0.001,0.001,0.809017,0.58778524,0.58778524,0.809017,0.005,0.005,0.87630665,0.809017,0.809017,0.87630665,0.002,0.002,0.9822872,0.87630665,0.87630665,0.9822872,0.005,0.005,0.9980267,0.9822872,0.9822872,0.9980267,0.002,0.002,0.9297765,0.9980267,0.9980267,0.9297765,0.007,0.007
0.048,5,5,1,1,1,1,10,0,0.12533323,0,0,0.12533323,1,1,1,0,0.2970416,0,0,5,5,1,1,1,3,0.2970416,1,1.2970415,1,1,1.2970415,10,0.309017,0.12533323,0.12533323,0.309017,0.003,0.003,0.36812454,0.309017,0.309017,0.36812454,0.001,0.001,0.48175368,0.36812454,0.36812454,0.48175368,0.002,0.002,0.5358268,0.48175368,0.48175368,0.5358268,0.001,0.001,0.77051324,0.5358268,0.5358268,0.77051324,0.005,0.005,0.8443279,0.77051324,0.77051324,0.8443279,0.002,0.002,0.96858317,0.8443279,0.8443279,0.96858317,0.005,0.005,0.9921147,0.96858317,0.96858317,0.9921147,0.002,0.002,0.95105654,0.9921147,0.9921147,0.95105654,0.007,0.007
0.049,5,5,1,1,1,1,10,0,0.06279052,0,0,0.06279052,1,1,1,0,0.30303526,0,0,5,5,1,1,1,3,0.30303526,1,1.3030353,1,1,1.3030353,10,0.24868989,0.06279052,0.06279052,0.24868989,0.003,0.003,0.309017,0.24868989,0.24868989,0.309017,0.001,0.001,0.42577928,0.309017,0.309017,0.42577928,0.002,0.002,0.48175368,0.42577928,0.42577928,0.48175368,0.001,0.001,0.7289686,0.48175368,0.48175368,0.7289686,0.005,0.005,0.809017,0.7289686,0.7289686,0.809017,0.002,0.002,0.95105654,0.809017,0.809017,0.95105654,0.005,0.005,0.9822872,0.95105654,0.95105654,0.9822872,0.002,0.002,0.96858317,0.9822872,0.9822872,0.96858317,0.007,0.007
0.05,5,5,1,1,1,1,10,0,1.2246469e-16,0,0,1.2246469e-16,1,1,1,0,0.309017,0,0,5,5,1,1,1,3,0.309017,1,1.309017,1,1,1.309017,10,0.18738131,1.2246469e-16,1.2246469e-16,0.18738131,0.003,0.003,0.24868989,0.18738131,0.18738131,0.24868989,0.001,0.001,0.36812454,0.24868989,0.24868989,0.36812454,0.002,0.002,0.42577928,0.36812454,0.36812454,0.42577928,0.001,0.001,0.6845471,0.42577928,0.42577928,0.6845471,0.005,0.005,0.77051324,0.6845471,0.6845471,0.77051324,0.002,0.002,0.9297765,0.77051324,0.77051324,0.9297765,0.005,0.005,0.96858317,0.9297765,0.9297765,0.96858317,0.002,0.002,0.9822872,0.96858317,0.96858317,0.9822872,0.007,0.007
0.051,5,5,1,1,1,1,10,0,-0.06279052,0,0,-0.06279052,1,1,1,0,0.31498653,0,0,5,5,1,1,1,3,0.31498653,1,1.3149865,1,1,1.3149865,10,0.12533323,-0.06279052,-0.06279052,0.12533323,0.003,0.003,0.18738131,0.12533323,0.12533323,0.18738131,0.001,0.001,0.309017,0.18738131,0.18738131,0.309017,0.002,0.002,0.36812454,0.309017,0.309017,0.36812454,0.001,0.001,0.637424,0.36812454,0.36812454,0.637424,0.005,0.005,0.7289686,0.637424,0.637424,0.7289686,0.002,0.002,0.90482706,0.7289686,0.7289686,0.90482706,0.005,0.005,0.95105654,0.90482706,0.90482706,0.95105654,0.002,0.002,0.9921147,0.95105654,0.95105654,0.9921147,0.007,0.007
0.052,5,5,1,1,1,1,10,0,-0.12533323,0,0,-0.12533323,1,1,1,0,0.32094362,0,0,5,5,1,1,1,3,0.32094362,1,1.3209436,1,1,1.3209436,10,0.06279052,-0.12533323,-0.12533323,0.06279052,0.003,0.003,0.12533323,0.06279052,0.06279052,0.12533323,0.001,0.001,0.24868989,0.12533323,0.12533323,0.24868989,0.002,0.002,0.309017,0.24868989,0.24868989,0.309017,0.001,0.001,0.58778524,0.309017,0.309017,0.58778524,0.005,0.005,0.6845471,0.58778524,0.58778524,0.6845471,0.002,0.002,0.87630665,0.6845471,0.6845471,0.87630665,0.005,0.005,0.9297765,0.87630665,0.87630665,0.9297765,0.002,0.002,0.9980267,0.9297765,0.9297765,0.9980267,0.007,0.007
0.053,5,5,1,1,1,1,10,0,-0.18738131,0,0,-0.18738131,1,1,1,0,0.32688802,0,0,5,5,1,1,1,3,0.32688802,1,1.3268881,1,1,1.3268881,10,5.689893e-16,-0.18738131,-0.18738131,5.689893e-16,0.003,0.003,0.06279052,5.689893e-16,5.689893e-16,0.06279052,0.001,0.001,0.18738131,0.06279052,0.06279052,0.18738131,0.002,0.002,0.24868989,0.18738131,0.18738131,0.24868989,0.001,0.001,0.5358268,0.24868989,0.24868989,0.5358268,0.005,0.005,0.637424,0.5358268,0.5358268,0.637424,0.002,0.002,0.8443279,0.637424,0.637424,0.8443279,0.005,0.005,0.90482706,0.8443279,0.8443279,0.90482706,0.002,0.002,1,0.90482706,0.90482706,1,0.007,0.007
0.054,5,5,1,1,1,1,10,0,-0.24868989,0,0,-0.24868989,1,1,1,0,0.33281955,0,0,5,5,1,1,1,3,0.33281955,1,1.3328196,1,1,1.3328196,10,-0.06279052,-0.24868989,-0.24868989,-0.06279052,0.003,0.003,5.689893e-16,-0.06279052,-0.06279052,5.689893e-16,0.001,0.001,0.12533323,5.689893e-16,5.689893e-16,0.12533323,0.002,0.002,0.18738131,0.12533323,0.12533323,0.18738131,0.001,0.001,0.48175368,0.18738131,0.18738131,0.48175368,0.005,0.005,0.58778524,0.48175368,0.48175368,0.58778524,0.002,0.002,0.809017,0.58778524,0.58778524,0.809017,0.005,0.005,0.87630665,0.809017,0.809017,0.87630665,0.002,0.002,0.9980267,0.87630665,0.87630665,0.9980267,0.007,0.007
0.055,5,5,1,1,1,1,10,0,-0.309017,0,0,-0.309017,1,1,1,0,0.33873793,0,0,5,5,1,1,1,3,0.33873793,1,1.338738,1,1,1.338738,10,-0.12533323,-0.309017,-0.309017,-0.12533323,0.003,0.003,-0.06279052,-0.12533323,-0.12533323,-0.06279052,0.001,0.001,0.06279052,-0.06279052,-0.06279052,0.06279052,0.002,0.002,0.12533323,0.06279052,0.06279052,0.12533323,0.001,0.001,0.42577928,0.12533323,0.12533323,0.42577928,0.005,0.005,0.5358268,0.42577928,0.42577928,0.5358268,0.002,0.002,0.77051324,0.5358268,0.5358268,0.77051324,0.005,0.005,0.8443279,0.77051324,0.77051324,0.8443279,0.002,0.002,0.9921147,0.8443279,0.8443279,0.9921147,0.007,0.007
0.056,5,5,1,1,1,1,10,0,-0.36812454,0,0,-0.36812454,1,1,1,0,0.34464294,0,0,5,5,1,1,1,3,0.34464294,1,1.3446429,1,1,1.3446429,10,-0.18738131,-0.36812454,-0.36812454,-0.18738131,0.003,0.003,-0.12533323,-0.18738131,-0.18738131,-0.12533323,0.001,0.001,5.689893e-16,-0.12533323,-0.12533323,5.689893e-16,0.002,0.002,0.06279052,5.689893e-16,5.689893e-16,0.06279052,0.001,0.001,0.36812454,0.06279052,0.06279052,0.36812454,0.005,0.005,0.48175368,0.36812454,0.36812454,0.48175368,0.002,0.002,0.7289686,0.48175368,0.48175368,0.7289686,0.005,0.005,0.809017,0.7289686,0.7289686,0.809017,0.002,0.002,0.9822872,0.809017,0.809017,0.9822872,0.007,0.007
0.057,5,5,1,1,1,1,10,0,-0.42577928,0,0,-0.42577928,1,1,1,0,0.35053432,0,0,5,5,1,1,1,3,0.35053432,1,1.3505343,1,1,1.3505343,10,-0.24868989,-0.42577928,-0.42577928,-0.24868989,0.003,0.003,-0.18738131,-0.24868989,-0.24868989,-0.18738131,0.001,0.001,-0.06279052,-0.18738131,-0.18738131,-0.06279052,0.002,0.002,5.689893e-16,-0.06279052,-0.06279052,5.689893e-16,0.001,0.001,0.309017,5.689893e-16,5.689893e-16,0.309017,0.005,0.005,0.42577928,0.309017,0.309017,0.42577928,0.002,0.002,0.6845471,0.42577928,0.42577928,0.6845471,0.005,0.005,0.77051324,0.6845471,0.6845471,0.77051324,0.002,0.002,0.96858317,0.77051324,0.77051324,0.96858317,0.007,0.007
0.058,5,5,1,1,1,1,10,0,-0.48175368,0,0,-0.48175368,1,1,1,0,0.35641187,0,0,5,5,1,1,1,3,0.35641187,1,1.3564119,1,1,1.3564119,10,-0.309017,-0.48175368,-0.48175368,-0.309017,0.003,0.003,-0.24868989,-0.309017,-0.309017,-0.24868989,0.001,0.001,-0.12533323,-0.24868989,-0.24868989,-0.12533323,0.002,0.002,-0.06279052,-0.12533323,-0.12533323,-0.06279052,0.001,0.001,0.24868989,-0.06279052,-0.06279052,0.24868989,0.005,0.005,0.36812454,0.24868989,0.24868989,0.36812454,0.002,0.002,0.637424,0.36812454,0.36812454,0.637424,0.005,0.005,0.7289686,0.637424,0.637424,0.7289686,0.002,0.002,0.95105654,0.7289686,0.7289686,0.95105654,0.007,0.007
0.059,5,5,1,1,1,1,10,0,-0.5358268,0,0,-0.5358268,1,1,1,0,0.36227536,0,0,5,5,1,1,1,3,0.36227536,1,1.3622754,1,1,1.3622754,10,-0.36812454,-0.5358268,-0.5358268,-0.36812454,0.003,0.003,-0.309017,-0.36812454,-0.36812454,-0.309017,0.001,0.001,-0.18738131,-0.309017,-0.309017,-0.18738131,0.002,0.002,-0.12533323,-0.18738131,-0.18738131,-0.12533323,0.001,0.001,0.18738131,-0.12533323,-0.12533323,0.18738131,0.005,0.005,0.309017,0.18738131,0.18738131,0.309017,0.002,0.002,0.58778524,0.309017,0.309017,0.58778524,0.005,0.005,0.6845471,0.58778524,0.58778524,0.6845471,0.002,0.002,0.9297765,0.6845471,0.6845471,0.9297765,0.007,0.007
0.06,5,5,1,1,1,1,10,0,-0.58778524,0,0,-0.58778524,1,1,1,0,0.36812454,0,0,5,5,1,1,1,3,0.36812454,1,1.3681246,1,1,1.3681246,10,-0.42577928,-0.58778524,-0.58778524,-0.42577928,0.003,0.003,-0.36812454,-0.42577928,-0.42577928,-0.36812454,0.001,0.001,-0.24868989,-0.36812454,-0.36812454,-0.24868989,0.002,0.002,-0.18738131,-0.24868989,-0.24868989,-0.18738131,0.001,0.001,0.12533323,-0.18738131,-0.18738131,0.12533323,0.005,0.005,0.24868989,0.12533323,0.12533323,0.24868989,0.002,0.002,0.5358268,0.24868989,0.24868989,0.5358268,0.005,0.005,0.637424,0.5358268,0.5358268,0.637424,0.002,0.002,0.90482706,0.637424,0.637424,0.90482706,0.007,0.007
0.061,5,5,1,1,1,1,10,0,-0.637424,0,0,-0.637424,1,1,1,0,0.3739592,0,0,5,5,1,1,1,3,0.3739592,1,1.3739592,1,1,1.3739592,10,-0.48175368,-0.637424,-0.637424,-0.48175368,0.003,0.003,-0.42577928,-0.48175368,-0.48175368,-0.42577928,0.001,0.001,-0.309017,-0.42577928,-0.42577928,-0.309017,0.002,0.002,-0.24868989,-0.309017,-0.309017,-0.24868989,0.001,0.001,0.06279052,-0.24868989,-0.24868989,0.06279052,0.005,0.005,0.18738131,0.06279052,0.06279052,0.18738131,0.002,0.002,0.48175368,0.18738131,0.18738131,0.48175368,0.005,0.005,0.58778524,0.48175368,0.48175368,0.58778524,0.002,0.002,0.87630665,0.58778524,0.58778524,0.87630665,0.007,0.007
0.062,5,5,1,1,1,1,10,0,-0.6845471,0,0,-0.6845471,1,1,1,0,0.3797791,0,0,5,5,1,1,1,3,0.3797791,1,1.3797791,1,1,1.3797791,10,-0.5358268,-0.6845471,-0.6845471,-0.5358268,0.003,0.003,-0.48175368,-0.5358268,-0.5358268,-0.48175368,0.001,0.001,-0.36812454,-0.48175368,-0.48175368,-0.36812454,0.002,0.002,-0.309017,-0.36812454,-0.36812454,-0.309017,0.001,0.001,5.689893e-16,-0.309017,-0.309017,5.689893e-16,0.005,0.005,0.12533323,5.689893e-16,5.689893e-16,0.12533323,0.002,0.002,0.42577928,0.12533323,0.12533323,0.42577928,0.005,0.005,0.5358268,0.42577928,0.42577928,0.5358268,0.002,0.002,0.8443279,0.5358268,0.5358268,0.8443279,0.007,0.007
0.063,5,5,1,1,1,1,10,0,-0.7289686,0,0,-0.7289686,1,1,1,0,0.385584,0,0,5,5,1,1,1,3,0.385584,1,1.385584,1,1,1.385584,10,-0.58778524,-0.7289686,-0.7289686,-0.58778524,0.003,0.003,-0.5358268,-0.58778524,-0.58778524,-0.5358268,0.001,0.001,-0.42577928,-0.5358268,-0.5358268,-0.42577928,0.002,0.002,-0.36812454,-0.42577928,-0.42577928,-0.36812454,0.001,0.001,-0.06279052,-0.36812454,-0.36812454,-0.06279052,0.005,0.005,0.06279052,-0.06279052,-0.06279052,0.06279052,0.002,0.002,0.36812454,0.06279052,0.06279052,0.36812454,0.005,0.005,0.48175368,0.36812454,0.36812454,0.48175368,0.002,0.002,0.809017,0.48175368,0.48175368,0.809017,0.007,0.007
